type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
0,18907.77,237731.8,218824.03,220110.86,239018.64,0
0,13962.88,378463.83,364500.95,416604.84,430567.73,0
1,9964.5,344560.55,334596.04,464703.78,474668.29,0
3,18669.23,431820.53,413151.29,314211.41,332880.65,0
1,8838.0,498404.59,489566.59,197472.59,206310.59,0
1,19610.67,213429.16,193818.5,127015.51,146626.18,0
0,10294.47,55575.44,45280.97,491067.59,501362.06,0
1,2374.29,15207.94,12833.65,491510.0,493884.29,1
1,15319.54,363438.45,348118.91,462488.47,477808.01,0
0,13610.06,437006.84,423396.77,392834.57,406444.64,0
1,15482.44,110356.29,94873.86,162889.77,178372.21,0
0,19033.7,79224.02,60190.32,408500.24,427533.94,0
0,15552.14,31102.55,15550.41,204396.51,219948.65,0
0,12265.6,411351.46,399085.86,163386.55,175652.15,0
0,17160.45,155690.97,138530.52,372432.68,389593.13,0
1,13497.6,200848.45,187350.84,39826.96,53324.57,0
0,8221.57,251375.1,243153.53,24281.36,32502.93,0
0,17723.83,419726.62,402002.78,223976.85,241700.68,0
1,4515.82,325416.61,320900.79,222819.4,227335.22,0
1,14321.36,307532.31,293210.95,447822.08,462143.44,0
3,17643.11,87836.05,70192.94,63076.55,80719.66,0
1,14653.2,256594.95,241941.75,61641.96,76295.16,0
1,13975.78,357690.51,343714.73,73726.3,87702.08,0
3,15077.5,486630.44,471552.94,14868.13,29945.63,0
1,9354.6,100703.15,91348.56,35865.87,45220.47,0
1,17496.0,4771.68,0.0,329934.93,347430.93,0
1,4148.39,37650.72,33502.33,215792.16,219940.55,0
1,2634.99,187926.23,185291.24,381801.53,384436.52,0
3,5781.62,410272.32,404490.7,496298.86,502080.48,1
1,10678.39,3571.04,0.0,329517.34,340195.73,0
1,10260.18,228365.3,218105.12,25227.79,35487.97,0
3,16429.92,164615.31,148185.39,52281.43,68711.35,0
0,8150.92,26240.86,18089.94,440502.04,448652.96,0
3,9738.45,225118.14,215379.69,263747.97,273486.43,0
0,366.02,127374.35,127008.34,412418.58,412784.6,0
3,8253.81,175942.42,167688.61,428306.17,436559.98,0
3,12990.71,352807.65,339816.95,463837.27,476827.98,0
1,408.62,260775.49,260366.88,474914.6,475323.22,0
0,5689.55,62323.71,56634.16,277412.9,283102.45,0
1,4238.33,480707.27,476468.94,170510.09,174748.42,0
0,935.51,317955.38,317019.87,480932.44,481867.95,0
3,9637.28,382934.21,373296.94,273703.2,283340.48,0
3,3716.29,39606.58,35890.28,32126.36,35842.66,0
0,14887.32,23529.19,8641.87,321388.28,336275.6,0
1,16973.76,9724.03,0.0,293842.38,310816.14,0
1,10957.15,94397.01,83439.87,447896.44,458853.58,0
1,19635.98,207204.2,187568.22,326593.59,346229.57,0
1,9064.52,467913.07,458848.54,174526.21,183590.74,0
3,10316.03,228529.83,218213.8,483112.86,493428.89,0
3,19785.43,145127.55,125342.12,400809.74,420595.18,0
3,4707.81,280967.63,276259.81,315208.81,319916.62,0
3,18856.66,55967.29,37110.62,146462.6,165319.27,0
3,952.47,304752.95,303800.48,186770.15,187722.62,0
1,8983.1,284215.98,275232.88,334984.96,343968.06,0
1,1493.07,395996.52,394503.45,35990.41,37483.48,0
1,14611.77,493343.81,478732.03,128340.3,142952.07,0
1,12207.34,125436.74,113229.4,356950.47,369157.8,0
3,14162.02,254828.23,240666.2,240009.25,254171.28,0
3,7552.16,454432.7,446880.54,201196.78,208748.94,0
3,7452.69,392594.94,385142.25,75728.81,83181.5,0
0,1001.85,243703.15,242701.3,220924.52,221926.37,0
1,7063.9,472685.82,465621.92,385345.99,392409.89,0
1,18592.84,28618.35,10025.51,132006.42,150599.26,0
3,7646.61,465499.31,457852.7,2699.27,10345.88,0
1,16644.22,25253.7,8609.48,334252.45,350896.67,0
1,16862.28,273652.37,256790.09,486313.3,503175.58,0
3,7527.5,445220.47,437692.97,303413.28,310940.78,0
0,12676.57,131360.47,118683.9,59960.93,72637.5,0
0,1997.89,236124.25,234126.35,160366.55,162364.44,0
0,2163.2,162164.44,160001.24,433820.81,435984.01,0
3,1068.29,476071.96,475003.67,116284.04,117352.32,0
1,11662.2,411822.8,400160.6,303847.95,315510.15,0
3,8578.81,354500.76,345921.94,201335.6,209914.42,1
3,11005.84,293813.49,282807.65,103921.86,114927.7,0
